WZBQ,94.1 FM,Carrollton,Capstar TX LLC,Pop Contemporary Hit Radio
WZCT,1330 AM,Scottsboro,Bonner And Carlile Enterprises,Southern Gospel
WZEV,90.5 FM,Lineville,B. Jordan Communications Corporation,
WZEW,92.1 FM,Fairhope,".COM+, LLC",Adult Album Alternative
WZHT,105.7 FM,Troy,Capstar TX LLC,Rhythmic Top 40/Urban
WZMG,910 AM,Pepperell,"Qantum of Auburn License Company, LLC",Urban Adult Contemporary
WZNJ,106.5 FM,Demopolis,"Westburg Broadcasting Alabama, LLC",Classic Hits
WZOB,1250 AM,Fort Payne,"Central Broadcasting Company, Inc.",Country
WZRR,99.5 FM,Birmingham,"Radio License Holding CBC, LLC",Country
WZTQ,1560 AM,Centre,"Joy Christian Communications, Inc.",Southern Gospel
WZYP,104.3 FM,Athens,Cumulus Licensing LLC,Pop Contemporary Hit Radio
WZZA,1410 AM,Tuscumbia,"Muscle Shoals Broadcasting, Inc.",Urban Contemporary
WZZK-FM,104.7 FM,Birmingham,"SM-WZZK, LLC",Country
WZZN,97.7 FM,Union Grove,"Great South Wireless, LLC",Sports
WZZX,780 AM,Lineville,"Williams Communications, Inc.",Classic Country
